date,rail_odpt,rail_temp,rail_outside,rail_none,rail_total,bus_odpt,bus_temp,bus_outside,bus_none,bus_total,muni_no_bus_data,muni_with_bus,feeds,feeds_discontinued,feeds_expired,tour_data,tour_gap,tour_none
2026-09-09,85,107,24,381,597,29173,2286,57589,189467,278515,892,1801,603,26,50,901,816,162
